sample_id,round,variant,implementation,value_type,footprint_bytes,passes,elapsed_ns,checksum,expected_checksum,pmu_cycles,pmu_instructions,pmu_ref_cycles,pmu_time_enabled,pmu_time_running,pmu_available
r06-o277-rust-scalar-float-67108864,6,rust,scalar,float,67108864,32,765637447,0,0,1680134819,2147484094,1680134830,765526106,765526106,1
r06-o278-c-scalar-string16-67108864,6,c,scalar,string16,67108864,32,955130152,2147483648,2147483648,2096028734,4831838848,2096028704,955004651,955004651,1
r06-o279-cpp_unroll-u2-double-8388608,6,cpp_unroll,u2,double,8388608,256,382264579,0,0,839043628,671091228,839043612,382300289,382300289,1
r06-o280-c-scalar-string16-262144,6,c,scalar,string16,262144,8192,917803337,2147483648,2147483648,2014136385,4831904128,2014136366,917689050,917689050,1
r06-o281-cpp_unroll-u1-double-8388608,6,cpp_unroll,u1,double,8388608,256,383343052,0,0,841027902,1073743891,841027902,383230736,383230736,1
r06-o282-cpp-scalar-double-8388608,6,cpp,scalar,double,8388608,256,393906080,0,0,864595600,1073743999,864595600,393940174,393940174,1
r06-o283-cpp_unroll-u1-double-32768,6,cpp_unroll,u1,double,32768,65536,366933828,0,0,805392957,1074200849,805392918,366963068,366963068,1
r06-o284-cpp_unroll-u8-double-262144,6,cpp_unroll,u8,double,262144,8192,367073279,0,0,805327359,369172766,805327380,366956381,366956381,1
r06-o285-go-scalar-double-32768,6,go,scalar,double,32768,65536,368340456,0,0,805449506,1342734278,805450184,367812470,367812470,true
r07-o001-rust_unroll-u2-double-1048576,7,rust_unroll,u2,double,1048576,2048,367243476,0,0,805692774,1610633495,805692778,367126769,367126769,1
r07-o002-clangpp-scalar-float-8388608,7,clangpp,scalar,float,8388608,256,746349567,0,0,1638181403,738200993,1638181424,746383507,746383507,1
r07-o003-c-scalar-string16-1048576,7,c,scalar,string16,1048576,2048,919679210,2147483648,2147483648,2018234674,4831854976,2018234636,919559759,919559759,1
r07-o004-go-scalar-string16-67108864,7,go,scalar,string16,67108864,32,2314958000,2147483648,2147483648,5058828868,12616646105,5058830436,2311060191,2311060191,true
r07-o005-rust-scalar-int-262144,7,rust,scalar,int,262144,8192,316313672,536870912,536870912,694285947,2147524892,694285922,316342471,316342471,1
r07-o006-cpp_unroll-u8-float-262144,7,cpp_unroll,u8,float,262144,8192,733995977,0,0,1610679052,872505620,1610679048,733878555,733878555,1
r07-o007-cpp-scalar-short-8388608,7,cpp,scalar,short,8388608,256,665195563,0,0,1460052766,4294968877,1460052748,665227911,665227911,1
r07-o008-rust_unroll-u1-float-67108864,7,rust_unroll,u1,float,67108864,32,765698404,0,0,1680258036,2147484096,1680258030,765580200,765580200,1
r07-o009-rust_unroll-u1-float-8388608,7,rust_unroll,u1,float,8388608,256,756399877,0,0,1659851664,2147485216,1659851688,756284016,756284016,1
r07-o010-cpp_unroll-u1-double-262144,7,cpp_unroll,u1,double,262144,8192,366911047,0,0,805343144,1073799441,805343132,366940053,366940053,1
r07-o011-c-avx2-string16-262144,7,c,avx2,string16,262144,8192,77893604,2147483648,2147483648,170973385,469950853,170973396,77921026,77921026,1
r07-o012-cpp_unroll-u2-double-32768,7,cpp_unroll,u2,double,32768,65536,367081561,0,0,805349986,671678750,805349952,366965488,366965488,1
r07-o013-go-scalar-string16-1048576,7,go,scalar,string16,1048576,2048,2269190820,2147483648,2147483648,4967479437,12616663514,4967480584,2266757477,2266757477,true
r07-o014-cpp_native-scalar-float-1048576,7,cpp_native,scalar,float,1048576,2048,734017346,0,0,1610722855,1342198035,1610722872,733897715,733897715,1
r07-o015-go-scalar-short-67108864,7,go,scalar,short,67108864,32,789596548,0,0,1723623850,5368774225,1723624232,788232161,788232161,true
r07-o016-c-avx2-string16-1048576,7,c,avx2,string16,1048576,2048,86971747,2147483648,2147483648,190899138,469809541,190899148,87000461,87000461,1
r07-o017-cpp-avx2-double-67108864,7,cpp,avx2,double,67108864,32,163756518,0,0,359420487,268436513,359420468,163790242,163790242,1
r07-o018-cpp_unroll-u8-double-1048576,7,cpp_unroll,u8,double,1048576,2048,366941775,0,0,805410199,369117468,805410188,366971616,366971616,1
r07-o019-rust-avx2-string16-262144,7,rust,avx2,string16,262144,8192,90604006,2147483648,2147483648,198871684,537035032,198871662,90632481,90632481,1
r07-o020-rust_unroll-u8-double-1048576,7,rust_unroll,u8,double,1048576,2048,367151077,0,0,805494989,1207978265,805495020,367034899,367034899,1
r07-o021-cpp_unroll-u2-float-1048576,7,cpp_unroll,u2,float,1048576,2048,733877966,0,0,1610804920,1610633490,1610804954,733907687,733907687,1
r07-o022-c-avx2-double-262144,7,c,avx2,double,262144,8192,92808275,0,0,203323980,268607875,203324044,92691119,92691119,1
r07-o023-rust_unroll-u2-float-32768,7,rust_unroll,u2,float,32768,65536,734448450,0,0,1612056832,3221881110,1612056820,734477331,734477331,1
r07-o024-rust_unroll-u8-double-32768,7,rust_unroll,u8,double,32768,65536,367071753,0,0,805329021,1208549657,805329030,366956320,366956320,1
r07-o025-c-scalar-string16-32768,7,c,scalar,string16,32768,65536,918341861,2147483648,2147483648,2015307951,4832362880,2015307954,918224491,918224491,1
r07-o026-cpp_native-scalar-int-262144,7,cpp_native,scalar,int,262144,8192,317042018,536870912,536870912,695884610,2147541264,695884596,317069764,317069764,1
r07-o027-cpp-avx2-string16-67108864,7,cpp,avx2,string16,67108864,32,164449755,2147483648,2147483648,360957994,469763173,360957982,164484263,164484263,1
r07-o028-cpp-scalar-short-67108864,7,cpp,scalar,short,67108864,32,674591285,0,0,1480289562,4294967759,1480289536,674478488,674478488,1
r07-o029-cpp-avx2-string16-262144,7,cpp,avx2,string16,262144,8192,78527059,2147483648,2147483648,172363654,469950853,172363686,78554934,78554934,1
r07-o030-c-avx2-double-67108864,7,c,avx2,double,67108864,32,171887318,0,0,377266446,268436513,377266428,171921776,171921776,1
r07-o031-cpp_native-scalar-short-8388608,7,cpp_native,scalar,short,8388608,256,668817493,0,0,1467617385,4294969362,1467617382,668706149,668706149,1
r07-o032-cpp_unroll-u8-float-1048576,7,cpp_unroll,u8,float,1048576,2048,734014793,0,0,1610703396,872438036,1610703402,733886792,733886792,1
r07-o033-rust-avx2-float-32768,7,rust,avx2,float,32768,65536,90714458,0,0,199097483,404291864,199097492,90741848,90741848,1
r07-o034-c-scalar-string16-262144,7,c,scalar,string16,262144,8192,917653310,2147483648,2147483648,2013787421,4831904128,2013787402,917532920,917532920,1
r07-o035-rust_unroll-u2-double-67108864,7,rust_unroll,u2,double,67108864,32,401828476,0,0,881985674,1610613333,881985698,401864211,401864211,1
r07-o036-cpp_unroll-u2-float-67108864,7,cpp_unroll,u2,float,67108864,32,765476564,0,0,1679773499,1610613332,1679773524,765364885,765364885,1
r07-o037-c-avx2-float-8388608,7,c,avx2,float,8388608,256,128593231,0,0,282238707,268448103,282238682,128625622,128625622,1
r07-o038-rust-avx2-float-8388608,7,rust,avx2,float,8388608,256,132783110,0,0,291436301,402659864,291436288,132816350,132816350,1
r07-o039-cpp-scalar-double-262144,7,cpp,scalar,double,262144,8192,367085264,0,0,805346418,1073799553,805346432,366966139,366966139,1
r07-o040-cpp-avx2-double-8388608,7,cpp,avx2,double,8388608,256,128712722,0,0,282501109,268441217,282501120,128743782,128743782,1
r07-o041-rust_unroll-u8-double-262144,7,rust_unroll,u8,double,262144,8192,366932703,0,0,805390354,1208033559,805390344,366962206,366962206,1
r07-o042-c-scalar-int-67108864,7,c,scalar,int,67108864,32,358719735,536870912,536870912,787364103,2147484137,787364072,358755435,358755435,1
r07-o043-c-avx2-string16-8388608,7,c,avx2,string16,8388608,256,128545797,2147483648,2147483648,281753648,469768327,281753670,128427149,128427149,1
r07-o044-c-scalar-double-262144,7,c,scalar,double,262144,8192,366934792,0,0,805395384,1073799551,805395382,366964839,366964839,1
r07-o045-cpp_native-scalar-string16-262144,7,cpp_native,scalar,string16,262144,8192,666855130,2147483648,2147483648,1463324560,4697678097,1463324566,666737215,666737215,1
r07-o046-c-scalar-float-262144,7,c,scalar,float,262144,8192,733826664,0,0,1610691976,2147541348,1610692006,733853929,733853929,1
r07-o047-clangpp-scalar-double-32768,7,clangpp,scalar,double,32768,65536,367062927,0,0,805315745,369689788,805315786,366948850,366948850,1
r07-o048-rust_unroll-u8-float-262144,7,rust_unroll,u8,float,262144,8192,733801091,0,0,1610635712,2415993112,1610635730,733827414,733827414,1
r07-o049-cpp-scalar-short-1048576,7,cpp,scalar,short,1048576,2048,636258114,0,0,1396150433,4294977839,1396150382,636132026,636132026,1
r07-o050-cpp_native-scalar-short-262144,7,cpp_native,scalar,short,262144,8192,634202130,0,0,1391644167,4295024914,1391644144,634083884,634083884,1
r07-o051-rust_unroll-u1-float-32768,7,rust_unroll,u1,float,32768,65536,733796268,0,0,1610625272,2147811614,1610625280,733823693,733823693,1
r07-o052-c-avx2-short-8388608,7,c,avx2,short,8388608,256,117293761,0,0,257013081,268446840,257013042,117158655,117158655,1
r07-o053-rust-avx2-short-67108864,7,rust,avx2,short,67108864,32,172512365,0,0,378654263,402654840,378654254,172547061,172547061,1
r07-o054-cpp-scalar-string16-262144,7,cpp,scalar,string16,262144,8192,917895785,2147483648,2147483648,2014314740,4831904128,2014314764,917775669,917775669,1
r07-o055-c-scalar-int-1048576,7,c,scalar,int,1048576,2048,318442598,536870912,536870912,698958607,2147494217,698958612,318474136,318474136,1
r07-o056-c-scalar-double-67108864,7,c,scalar,double,67108864,32,400715713,0,0,879147029,1073742433,879147016,400601064,400601064,1
r07-o057-rust-scalar-float-32768,7,rust,scalar,float,32768,65536,738508122,0,0,1620967331,2147811612,1620967348,738538337,738538337,1
r07-o058-cpp_native-scalar-int-8388608,7,cpp_native,scalar,int,8388608,256,366375990,536870912,536870912,803741695,2147485714,803741708,366246327,366246327,1
r07-o059-cpp-avx2-float-32768,7,cpp,avx2,float,32768,65536,91753448,0,0,201378517,271581543,201378518,91785560,91785560,1
r07-o060-cpp-scalar-float-8388608,7,cpp,scalar,float,8388608,256,767123736,0,0,1683386431,2147485798,1683386430,767009321,767009321,1
r07-o061-clangpp-scalar-int-67108864,7,clangpp,scalar,int,67108864,32,308278391,536870912,536870912,676652298,738198951,676652284,308314833,308314833,1
r07-o062-rust-scalar-float-262144,7,rust,scalar,float,262144,8192,734011908,0,0,1610712245,2147524894,1610712246,733892984,733892984,1
r07-o063-rust-scalar-string16-262144,7,rust,scalar,string16,262144,8192,669570348,2147483648,2147483648,1469654740,4697686293,1469654758,669600539,669600539,1
r07-o064-cpp_native-scalar-int-1048576,7,cpp_native,scalar,int,1048576,2048,320139828,536870912,536870912,702289057,2147498258,702289060,320023391,320023391,1
r07-o065-cpp-scalar-string16-1048576,7,cpp,scalar,string16,1048576,2048,920107426,2147483648,2147483648,2019165612,4831854976,2019165632,919983687,919983687,1
r07-o066-rust-scalar-string16-67108864,7,rust,scalar,string16,67108864,32,709788922,2147483648,2147483648,1557932374,4697621013,1557932354,709825071,709825071,1
r07-o067-c-scalar-short-262144,7,c,scalar,short,262144,8192,634216587,0,0,1391668910,4295008559,1391668872,634096482,634096482,1
r07-o068-go-scalar-short-262144,7,go,scalar,short,262144,8192,734432841,0,0,1606536272,5368835260,1606537218,733373449,733373449,true
r07-o069-rust_unroll-u2-float-262144,7,rust_unroll,u2,float,262144,8192,733830265,0,0,1610699929,3221307670,1610699970,733858537,733858537,1
r07-o070-cpp-scalar-int-32768,7,cpp,scalar,int,32768,65536,311764034,536870912,536870912,683932151,2147811659,683932150,311650383,311650383,1
r07-o071-go-scalar-string16-262144,7,go,scalar,string16,262144,8192,2268755748,2147483648,2147483648,4967096775,12616724928,4967097982,2266489818,2266489818,true
r07-o072-go-scalar-float-67108864,7,go,scalar,float,67108864,32,773599118,0,0,1689655808,2684422292,1689656100,772273580,772273580,true
r07-o073-cpp-avx2-double-1048576,7,cpp,avx2,double,1048576,2048,93483858,0,0,205177598,268478849,205177588,93512749,93512749,1
r07-o074-cpp-avx2-string16-32768,7,cpp,avx2,string16,32768,65536,61917415,2147483648,2147483648,135906808,471269765,135906826,61944750,61944750,1
r07-o075-cpp-avx2-int-1048576,7,cpp,avx2,int,1048576,2048,76841428,536870912,536870912,168663883,268491121,168663880,76869571,76869571,1
r07-o076-cpp-avx2-float-67108864,7,cpp,avx2,float,67108864,32,163679201,0,0,359250859,268437351,359250870,163715107,163715107,1
r07-o077-cpp_unroll-u1-double-8388608,7,cpp_unroll,u1,double,8388608,256,382414611,0,0,838989591,1073743891,838989602,382303409,382303409,1
r07-o078-clangpp-scalar-short-262144,7,clangpp,scalar,short,262144,8192,489547843,0,0,1074522496,1476469869,1074522548,489578109,489578109,1
r07-o079-cpp_unroll-u2-float-32768,7,cpp_unroll,u2,float,32768,65536,734729674,0,0,1612276136,1611268372,1612276160,734605604,734605604,1
r07-o080-c-avx2-int-67108864,7,c,avx2,int,67108864,32,160959086,536870912,536870912,353295963,268436689,353295954,160993740,160993740,1
r07-o081-cpp-avx2-string16-8388608,7,cpp,avx2,string16,8388608,256,130744148,2147483648,2147483648,286976166,469768325,286976162,130777408,130777408,1
r07-o082-go-scalar-short-32768,7,go,scalar,short,32768,65536,701066908,0,0,1534013063,5369290750,1534013690,700138344,700138344,true
r07-o083-cpp_native-scalar-short-1048576,7,cpp_native,scalar,short,1048576,2048,636483827,0,0,1396645384,4294981906,1396645404,636364071,636364071,1
r07-o084-rust_unroll-u1-double-1048576,7,rust_unroll,u1,double,1048576,2048,367090430,0,0,805736824,1073752348,805736844,367120705,367120705,1
r07-o085-rust_unroll-u2-double-32768,7,rust_unroll,u2,double,32768,65536,366950774,0,0,805429902,1611268373,805429900,366979839,366979839,1
r07-o086-cpp_unroll-u1-float-8388608,7,cpp_unroll,u1,float,8388608,256,761327214,0,0,1670674903,2147485715,1670674874,761219342,761219342,1
r07-o087-clangpp-scalar-string16-32768,7,clangpp,scalar,string16,32768,65536,556291228,2147483648,2147483648,1220640378,4698014903,1220640388,556174206,556174206,1
r07-o088-cpp_native-scalar-string16-8388608,7,cpp_native,scalar,string16,8388608,256,706813792,2147483648,2147483648,1551401935,4697622543,1551401940,706849104,706849104,1
r07-o089-go-scalar-short-1048576,7,go,scalar,short,1048576,2048,737561127,0,0,1613426010,5368785884,1613426892,736516602,736516602,true
r07-o090-cpp_native-scalar-double-32768,7,cpp_native,scalar,double,32768,65536,367111170,0,0,805404132,671744275,805404094,366994163,366994163,1
r07-o091-c-avx2-short-67108864,7,c,avx2,short,67108864,32,160971339,0,0,353323267,268437206,353323256,161007112,161007112,1
r07-o092-go-scalar-double-1048576,7,go,scalar,double,1048576,2048,368961867,0,0,805990346,1342226599,805990724,368260690,368260690,true
r07-o093-rust-scalar-short-8388608,7,rust,scalar,short,8388608,256,664147849,0,0,1457367576,4294968862,1457367538,664033160,664033160,1
r07-o094-cpp-scalar-float-32768,7,cpp,scalar,float,32768,65536,734040879,0,0,1610783406,2147942758,1610783438,733921859,733921859,1
r07-o095-c-avx2-short-32768,7,c,avx2,short,32768,65536,36914351,0,0,81027221,271253878,81027232,36940853,36940853,1
r07-o096-rust-scalar-double-262144,7,rust,scalar,double,262144,8192,366927473,0,0,805378801,1073783067,805378794,366954845,366954845,1
r07-o097-rust-scalar-float-8388608,7,rust,scalar,float,8388608,256,757536096,0,0,1662336821,2147485214,1662336808,757415641,757415641,1
r07-o098-cpp-avx2-int-32768,7,cpp,avx2,int,32768,65536,36338539,536870912,536870912,79763445,270205297,79763420,36366410,36366410,1
r07-o099-rust-scalar-string16-1048576,7,rust,scalar,string16,1048576,2048,674391995,2147483648,2147483648,1480238125,4697637141,1480238122,674420365,674420365,1
r07-o100-go-scalar-float-32768,7,go,scalar,float,32768,65536,736208837,0,0,1610860665,2684943091,1610861428,735270421,735270421,true
r07-o101-c-avx2-float-1048576,7,c,avx2,float,1048576,2048,93510003,0,0,205233525,268534119,205233512,93539001,93539001,1
r07-o102-go-scalar-int-67108864,7,go,scalar,int,67108864,32,424300273,536870912,536870912,927103160,2684389489,927103078,423466318,423466318,true
r07-o103-cpp_unroll-u8-float-8388608,7,cpp_unroll,u8,float,8388608,256,744906454,0,0,1634628468,872418324,1634628446,744794925,744794925,1
r07-o104-cpp-scalar-string16-8388608,7,cpp,scalar,string16,8388608,256,951219134,2147483648,2147483648,2087850979,4831840638,2087850952,951253731,951253731,1
r07-o105-go-scalar-int-1048576,7,go,scalar,int,1048576,2048,415042099,536870912,536870912,906569653,2684406413,906570236,414173477,414173477,true
r07-o106-cpp-avx2-int-8388608,7,cpp,avx2,int,8388608,256,119413894,536870912,536870912,262107134,268442737,262107120,119446095,119446095,1
r07-o107-cpp_unroll-u8-double-8388608,7,cpp_unroll,u8,double,8388608,256,378451487,0,0,830673919,369101340,830673910,378487578,378487578,1
r07-o108-cpp-scalar-double-8388608,7,cpp,scalar,double,8388608,256,393458351,0,0,863230749,1073744001,863230742,393346905,393346905,1
r07-o109-clangpp-scalar-string16-262144,7,clangpp,scalar,string16,262144,8192,668619453,2147483648,2147483648,1467569137,4697670837,1467569136,668649876,668649876,1
r07-o110-c-scalar-int-8388608,7,c,scalar,int,8388608,256,348651089,536870912,536870912,765263857,2147485257,765263862,348683368,348683368,1
r07-o111-rust-scalar-double-67108864,7,rust,scalar,double,67108864,32,400900123,0,0,879946720,1073742267,879946760,400933979,400933979,1
r07-o112-rust-avx2-double-1048576,7,rust,avx2,double,1048576,2048,102059972,0,0,223999860,402688277,223999842,102088635,102088635,1
r07-o113-rust_unroll-u1-float-1048576,7,rust_unroll,u1,float,1048576,2048,734001461,0,0,1610710746,2147494176,1610710772,733888449,733888449,1
r07-o114-rust_unroll-u1-float-262144,7,rust_unroll,u1,float,262144,8192,733998217,0,0,1610677299,2147524896,1610677288,733875371,733875371,1
r07-o115-rust_unroll-u1-double-67108864,7,rust_unroll,u1,double,67108864,32,401004617,0,0,880175853,1073742268,880175890,401041727,401041727,1
r07-o116-rust-avx2-double-67108864,7,rust,avx2,double,67108864,32,166212303,0,0,364409857,402654007,364409870,166094386,166094386,1
r07-o117-rust-avx2-int-262144,7,rust,avx2,int,262144,8192,77933484,536870912,536870912,171060987,402874649,171061022,77962698,77962698,1
r07-o118-rust_unroll-u1-double-262144,7,rust_unroll,u1,double,262144,8192,366928774,0,0,805381837,1073783068,805381830,366958748,366958748,1
r07-o119-rust-avx2-int-1048576,7,rust,avx2,int,1048576,2048,85362040,536870912,536870912,187366109,402708761,187366124,85390212,85390212,1
r07-o120-c-avx2-int-1048576,7,c,avx2,int,1048576,2048,76754251,536870912,536870912,168472565,268491121,168472546,76781925,76781925,1
r07-o121-c-scalar-double-32768,7,c,scalar,double,32768,65536,367095720,0,0,805358071,1074200961,805358070,366968267,366968267,1
r07-o122-c-scalar-float-1048576,7,c,scalar,float,1048576,2048,733934326,0,0,1610928489,2147498340,1610928484,733962482,733962482,1
r07-o123-cpp-avx2-double-262144,7,cpp,avx2,double,262144,8192,92452477,0,0,202912669,268607873,202912666,92482122,92482122,1
r07-o124-cpp-avx2-short-32768,7,cpp,avx2,short,32768,65536,37075991,0,0,81382706,271253878,81382686,37105665,37105665,1
r07-o125-go-scalar-double-67108864,7,go,scalar,double,67108864,32,404048111,0,0,882773063,1342213474,882772946,403273684,403273684,true
r07-o126-cpp_unroll-u2-double-1048576,7,cpp_unroll,u2,double,1048576,2048,366973878,0,0,805481005,671107356,805481028,367003383,367003383,1
r07-o127-rust-avx2-int-8388608,7,rust,avx2,int,8388608,256,145769268,536870912,536870912,319955048,402660377,319955042,145801848,145801848,1
r07-o128-c-scalar-string16-8388608,7,c,scalar,string16,8388608,256,951490982,2147483648,2147483648,2088071059,4831840640,2088071040,951381230,951381230,1
r07-o129-rust-avx2-short-1048576,7,rust,avx2,short,1048576,2048,85244201,0,0,187107475,402741528,187107470,85273438,85273438,1
r07-o130-go-scalar-string16-8388608,7,go,scalar,string16,8388608,256,2318133925,2147483648,2147483648,5063888677,12617048174,5063890964,2314348479,2314348479,true
r07-o131-rust_unroll-u1-double-32768,7,rust_unroll,u1,double,32768,65536,367207028,0,0,805992438,1074069788,805992396,367236308,367236308,1
r07-o132-clangpp-scalar-short-1048576,7,clangpp,scalar,short,1048576,2048,491385590,0,0,1078179626,1476414575,1078179652,491270410,491270410,1
r07-o133-cpp_native-scalar-double-262144,7,cpp_native,scalar,double,262144,8192,366902133,0,0,805323202,671170833,805323178,366930713,366930713,1
r07-o134-c-avx2-double-32768,7,c,avx2,double,32768,65536,90304178,0,0,198196818,269812097,198196834,90330963,90330963,1
r07-o135-rust-scalar-short-67108864,7,rust,scalar,short,67108864,32,674391454,0,0,1479845302,4294967742,1479845290,674275507,674275507,1
r07-o136-rust-scalar-double-8388608,7,rust,scalar,double,8388608,256,396333622,0,0,869923236,1073743387,869923230,396365962,396365962,1
r07-o137-go-scalar-int-262144,7,go,scalar,int,262144,8192,468097972,536870912,536870912,1023082312,2684458428,1023082654,467244025,467244025,true
r07-o138-rust-avx2-short-32768,7,rust,avx2,short,32768,65536,62199470,0,0,136526195,405471512,136526214,62226016,62226016,1
r07-o139-rust-avx2-string16-1048576,7,rust,avx2,string16,1048576,2048,91692532,2147483648,2147483648,201260879,536912152,201260884,91719179,91719179,1
r07-o140-clangpp-scalar-short-67108864,7,clangpp,scalar,short,67108864,32,533892525,0,0,1171856247,1476396429,1171856246,533927760,533927760,1
r07-o141-clangpp-scalar-float-32768,7,clangpp,scalar,float,32768,65536,734032183,0,0,1610779736,738788515,1610779742,733918948,733918948,1
r07-o142-cpp-scalar-string16-67108864,7,cpp,scalar,string16,67108864,32,955199652,2147483648,2147483648,2096180759,4831838849,2096180746,955079928,955079928,1
r07-o143-c-avx2-string16-32768,7,c,avx2,string16,32768,65536,61924112,2147483648,2147483648,135921573,471269765,135921588,61951598,61951598,1
r07-o144-c-avx2-float-67108864,7,c,avx2,float,67108864,32,163798727,0,0,359120834,268437353,359120850,163684300,163684300,1
r07-o145-cpp-scalar-int-8388608,7,cpp,scalar,int,8388608,256,348438927,536870912,536870912,764798113,2147485257,764798100,348471500,348471500,1
r07-o146-cpp_unroll-u1-double-32768,7,cpp_unroll,u1,double,32768,65536,366930958,0,0,805386506,1074200849,805386538,366959803,366959803,1
r07-o147-rust-scalar-float-1048576,7,rust,scalar,float,1048576,2048,734172446,0,0,1611075361,2147494174,1611075356,734057224,734057224,1
r07-o148-c-scalar-double-8388608,7,c,scalar,double,8388608,256,394686162,0,0,866307151,1073743999,866307178,394717406,394717406,1
r07-o149-rust-scalar-int-32768,7,rust,scalar,int,32768,65536,312501898,536870912,536870912,685559327,2147811614,685559314,312388328,312388328,1
r07-o150-cpp-avx2-short-67108864,7,cpp,avx2,short,67108864,32,160792255,0,0,352930058,268437206,352930028,160828133,160828133,1
r07-o151-cpp_native-scalar-float-67108864,7,cpp_native,scalar,float,67108864,32,753421321,0,0,1653301690,1342177875,1653301694,753305275,753305275,1
r07-o152-cpp_unroll-u8-double-262144,7,cpp_unroll,u8,double,262144,8192,366923338,0,0,805369775,369172764,805369774,366953240,366953240,1
r07-o153-clangpp-scalar-string16-1048576,7,clangpp,scalar,string16,1048576,2048,674702226,2147483648,2147483648,1480530055,4697633975,1480530062,674582725,674582725,1
r07-o154-cpp_unroll-u2-float-262144,7,cpp_unroll,u2,float,262144,8192,733993555,0,0,1610677675,1610694932,1610677684,733876963,733876963,1
r07-o155-cpp-scalar-int-262144,7,cpp,scalar,int,262144,8192,315981891,536870912,536870912,693557663,2147524937,693557678,316011244,316011244,1
r07-o156-clangpp-scalar-int-262144,7,clangpp,scalar,int,262144,8192,245410533,536870912,536870912,538661094,738272391,538661046,245441723,245441723,1
r07-o157-cpp-avx2-string16-1048576,7,cpp,avx2,string16,1048576,2048,87053319,2147483648,2147483648,191078246,469809541,191078250,87083608,87083608,1
r07-o158-rust_unroll-u8-float-67108864,7,rust_unroll,u8,float,67108864,32,758631215,0,0,1664751485,2415919674,1664751484,758517529,758517529,1
r07-o159-cpp_native-scalar-double-67108864,7,cpp_native,scalar,double,67108864,32,388759330,0,0,853299958,671089233,853300008,388797471,388797471,1
r07-o160-go-scalar-float-8388608,7,go,scalar,float,8388608,256,769154252,0,0,1679052440,2684822604,1679052914,767777397,767777397,true
r07-o161-c-avx2-int-8388608,7,c,avx2,int,8388608,256,134568813,536870912,536870912,295371500,268442737,295371494,134604389,134604389,1
r07-o162-go-scalar-float-262144,7,go,scalar,float,262144,8192,736403261,0,0,1610997913,2684484116,1610998730,735388428,735388428,true
r07-o163-rust_unroll-u2-double-262144,7,rust_unroll,u2,double,262144,8192,366927476,0,0,805378952,1610694933,805378948,366955865,366955865,1
r07-o164-c-avx2-float-262144,7,c,avx2,float,262144,8192,92688763,0,0,203061258,268829033,203061320,92571416,92571416,1
r07-o165-cpp_unroll-u1-float-262144,7,cpp_unroll,u1,float,262144,8192,733821185,0,0,1610680503,2147541265,1610680522,733849436,733849436,1
r07-o166-c-avx2-double-1048576,7,c,avx2,double,1048576,2048,93458700,0,0,205121039,268478849,205121026,93488877,93488877,1
r07-o167-c-scalar-short-67108864,7,c,scalar,short,67108864,32,675756985,0,0,1482846255,4294967759,1482846266,675640356,675640356,1
r07-o168-cpp_native-scalar-short-67108864,7,cpp_native,scalar,short,67108864,32,674584441,0,0,1480281776,4294967794,1480281770,674474055,674474055,1
r07-o169-rust-scalar-int-67108864,7,rust,scalar,int,67108864,32,358141639,536870912,536870912,786096056,2147484092,786096080,358176716,358176716,1
r07-o170-cpp_unroll-u1-float-1048576,7,cpp_unroll,u1,float,1048576,2048,734124331,0,0,1610978691,2147498259,1610978688,734012136,734012136,1
r07-o171-c-avx2-short-262144,7,c,avx2,short,262144,8192,66908828,0,0,146862539,268788086,146862562,66936732,66936732,1
r07-o172-clangpp-scalar-short-32768,7,clangpp,scalar,short,32768,65536,489449956,0,0,1073923529,1476985968,1073923554,489331497,489331497,1
r07-o173-cpp-scalar-float-1048576,7,cpp,scalar,float,1048576,2048,733969166,0,0,1611004986,2147498340,1611004978,733998310,733998310,1
r07-o174-c-avx2-string16-67108864,7,c,avx2,string16,67108864,32,164542165,2147483648,2147483648,360764238,469763176,360764250,164431422,164431422,1
r07-o175-rust-scalar-double-32768,7,rust,scalar,double,32768,65536,367000670,0,0,805539626,1074069787,805539614,367030278,367030278,1
r07-o176-rust-avx2-double-8388608,7,rust,avx2,double,8388608,256,145741604,0,0,319879072,402657813,319879098,145775156,145775156,1
r07-o177-rust-avx2-string16-67108864,7,rust,avx2,string16,67108864,32,171424282,2147483648,2147483648,376266511,536871832,376266484,171459253,171459253,1
r07-o178-c-scalar-double-1048576,7,c,scalar,double,1048576,2048,367183773,0,0,805570146,1073756545,805570194,367069746,367069746,1
r07-o179-cpp-scalar-float-67108864,7,cpp,scalar,float,67108864,32,765424697,0,0,1680047814,2147484228,1680047820,765459083,765459083,1
r07-o180-cpp_native-scalar-short-32768,7,cpp_native,scalar,short,32768,65536,623364387,0,0,1368217885,4295426321,1368217906,623393037,623393037,1
r07-o181-cpp_unroll-u2-double-262144,7,cpp_unroll,u2,double,262144,8192,366932513,0,0,805389830,671162652,805389816,366962472,366962472,1
r07-o182-cpp-avx2-short-262144,7,cpp,avx2,short,262144,8192,61803865,0,0,135299975,268788088,135299956,61690707,61690707,1
r07-o183-rust-avx2-float-1048576,7,rust,avx2,float,1048576,2048,102023706,0,0,223920317,402704664,223920290,102050538,102050538,1
r07-o184-clangpp-scalar-float-67108864,7,clangpp,scalar,float,67108864,32,754056413,0,0,1655097895,738198977,1655097862,754092696,754092696,1
r07-o185-rust-avx2-short-262144,7,rust,avx2,short,262144,8192,77462951,0,0,169648889,403005722,169648886,77341238,77341238,1
